CrashReportId,ReportNumber,CrashDate,CrashTime,Collision Type,CountPedestrian,CountBicycle,Scooter,Wheel Chair,NumberofVehicles,StreetOrHighway,NearestIntersection,Officer,Badge,ReportDate,TypeOfRoadway,RoadSurfaceCondition,LightCondition,WeatherCondition,MannerofImpact,HitAndRun,TrafficControl,PersonCount,InjuryCount,MostSeriousInjury,NumberOfLanes,Latitude,Longitude
892346,2023-00022603,28-Mar-23,5:06:00 PM,Other,1,,X,,1,WESTMINSTER ST,WEYBOSSET ST ,J Heeder,557,28-Mar-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,41.82509,-71.40964
892318,2023-00022289,27-Mar-23,12:51:00 PM,Bicycle,,1,,,1,8TH ST,SUMMIT AVE,Jose Deschamps,419,27-Mar-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,No,Stop Signs,2,1,Non-Incapacitating,,41.85973,-71.47173
891166,2023-00020727,21-Mar-23,4:02:00 PM,Pedestrian,1,,,,1,REGENT AVE,RIVER AVE ,Raymond Criner,340,21-Mar-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,4,1,Complains Of Pain,,41.83038,-71.43693
891110,2023-00020244,19-Mar-23,9:33:00 PM,Pedestrian,1,,,,1,ATWELLS AVE,NEWTON ST ,Raymond Criner,340,19-Mar-23,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.82327,-71.42236
891112,2023-00020254,19-Mar-23,10:29:00 PM,Bicycle,,1,,,1,BRIDGHAM ST,FALES ST ,Stephen Sage,353,19-Mar-23,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Lighted,Clear,Other,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.81274,-71.42501
891094,2023-00019818,18-Mar-23,12:35:00 PM,Pedestrian,2,,,,1,10 Sims Ave,,James Annis,454,18-Mar-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,5,2,Complains Of Pain,,,
891003,2023-00019181,16-Mar-23,8:09:00 AM,Pedestrian,1,,,,1,BROADWAY,KNIGHT ST ,Ptlm. Castagliuolo,351,16-Mar-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,3,1,Complains Of Pain,,41.8198,-71.42936
890973,2023-00018733,14-Mar-23,11:13:00 AM,Pedestrian,1,,,,1,ROCHAMBEAU AVE,CAMP ST ,Ptlm. Castagliuolo,351,14-Mar-23,"Two-Way , Not Divided",Wet,Daylight,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,4,1,Complains Of Pain,,41.84645,-71.40074
890820,2023-00017098,07-Mar-23,7:28:00 PM,Pedestrian,1,,,,1,BROAD ST.,FRICKER ST ,Jenna Heeder,557,07-Mar-23,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,3,1,Complains Of Pain,,41.81528,-71.42066
890759,2023-00016655,06-Mar-23,8:30:00 AM,Pedestrian,1,,,,1,ADMIRAL ST,DOUGLAS AVE ,Cory Vingi,237,06-Mar-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,4,1,Complains Of Pain,,41.84606,-71.42902
890782,2023-00016817,06-Mar-23,6:56:00 PM,Pedestrian,1,,,,1,ELM ST.,EDDY ST.,Jenna Heeder,557,06-Mar-23,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,3,1,Complains Of Pain,,,
890733,2023-00016314,04-Mar-23,10:45:00 PM,Pedestrian,1,,,,1,BROAD ST,FRICKER ST ,Ralph Abenante,511,04-Mar-23,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Wet,Dark - Lighted,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,2,1,Non-Incapacitating,,41.81528,-71.42066
890693,2023-00016010,03-Mar-23,6:03:00 PM,Pedestrian,1,,,,1,ELMWOOD AVE,POTTERS AVE ,Donald Castigliego,287,03-Mar-23,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,0,No Injury,,41.80078,-71.42652
890675,2023-00015799,02-Mar-23,10:14:00 PM,Pedestrian,1,,,,1,CHAPIN AVE,PARADE ST ,Raymond Criner,340,02-Mar-23,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Unknown,3,0,No Injury,,41.81189,-71.43117
890631,2023-00015474,01-Mar-23,5:51:00 PM,Pedestrian,1,,,,1,5 ELMWOOD AVE,ELMWOOD AVE,Joshua Cascione,225,01-Mar-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,,
890638,2023-00015502,01-Mar-23,7:58:00 PM,Pedestrian,1,,,,1,BROAD ST,BROAD ST ,Raymond Criner,340,01-Mar-23,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,4,1,Complains Of Pain,,41.80587,-71.41983
889523,2023-00014490,25-Feb-23,10:26:00 AM,Pedestrian,1,,,,1,332 VALLEY ST,RILL ST ,Ptlm. Castagliuolo,351,25-Feb-23,Unknown,Dry,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.82645,-71.4384
889549,2023-00014589,25-Feb-23,6:32:00 PM,Pedestrian,1,,,,1,PLAINFIELD ST,ATWOOD ST ,Raymond Criner,340,25-Feb-23,"Two-Way , Not Divided",Wet,Dark - Lighted,"Sleet, Hail (Freezing Rain or Drizzle)",Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,,41.81606,-71.44491
889457,2023-00013716,22-Feb-23,1:04:00 PM,Pedestrian,1,,,,1,MEMORIAL BLVD,COLLEGE ST ,Joshua Cascione,225,22-Feb-23,"Two-Way, Divided, Positive Median Barrier",Dry,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,,41.82551,-71.40906
889474,2023-00013817,22-Feb-23,7:32:00 PM,Pedestrian,1,,,,1,POCASSET AVE,LAUREL HILL AVE ,Raymond Criner,340,22-Feb-23,"Two-Way , Not Divided",Unknown,Unknown,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,6,1,Complains Of Pain,,41.81072,-71.4541
889436,2023-00013455,21-Feb-23,10:31:00 AM,Other,,,X,,2,POWER ST,SOUTH MAIN STREET,Raymond King,633,21-Feb-23,"Two-Way , Not Divided",Wet,Daylight,Rain,Angle (Front - to - Side) Right Angle (Includes Broadside),No,No Controls,2,1,Complains Of Pain,,41.82266,-71.40536
889449,2023-00013588,21-Feb-23,6:38:00 PM,Pedestrian,1,,,,1,744 BRANCH AVE,,Donald Castigliego,287,21-Feb-23,"Two-Way , Not Divided",Wet,Dark - Lighted,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,4,1,Complains Of Pain,,,
889415,2023-00013331,20-Feb-23,6:56:00 PM,Pedestrian,1,,,,1,Harris Ave,Delaine Street,Kristen Barth,247,20-Feb-23,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,2,1,Complains Of Pain,,41.81919,-71.43881
889350,2023-00012718,18-Feb-23,12:46:00 PM,Pedestrian,1,,,,1,AMICA CENTER PARKING LOT (SABIN),ATWELLS AVE ,Joshua Cascione,225,18-Feb-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Person,2,1,Complains Of Pain,,41.82281,-71.41793
889326,2023-00012528,17-Feb-23,6:44:00 PM,Pedestrian,1,,,,1,LLOYD AVE.,HOPE ST ,Jenna Heeder,557,17-Feb-23,"Two-Way , Not Divided",Wet,Dark - Lighted,"Sleet, Hail (Freezing Rain or Drizzle)",Rear End(Front-to-Rear),No,No Controls,3,1,Complains Of Pain,,41.83156,-71.39974
889330,2023-00012542,17-Feb-23,7:30:00 PM,Pedestrian,1,,,,1,dudley st,GAY ST ,David Forte,518,17-Feb-23,"Two-Way , Not Divided",Wet,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Stop Signs,2,1,Complains Of Pain,,41.81003,-71.4129
889278,2023-00012061,16-Feb-23,6:53:00 AM,Pedestrian,1,,,,1,WICKENDEN ST,GOVERNOR ST ,Joshua Cascione,225,16-Feb-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,3,1,Complains Of Pain,,41.82036,-71.39367
889281,2023-00012175,16-Feb-23,2:16:00 PM,Pedestrian,1,,,,1,264 Weybossett St,Snow St,James Annis,454,16-Feb-23,"Two-Way , Not Divided",Dry,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,2,,
889267,2023-00011956,15-Feb-23,6:07:00 PM,Pedestrian,1,,,,1,SMITH ST.,GASPEE ST ,J Heeder,557,15-Feb-23,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Non-Incapacitating,,41.83154,-71.41297
889235,2023-00011701,14-Feb-23,7:36:00 PM,Pedestrian,1,,,,1,Manton Ave,Sission Street,Kristen Barth,247,14-Feb-23,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,41.82556,-71.45587
889244,2023-00011687,14-Feb-23,6:09:00 PM,Pedestrian,1,,,,1,ELMWOOD AVE.,CARTER ST ,Jenna Heeder,557,14-Feb-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,41.7994,-71.4265
889245,2023-00011732,14-Feb-23,9:53:00 PM,Pedestrian,1,,,,1,NORTH MAIN ST.,DOYLE AVE ,Donald Castigliego,287,14-Feb-23,"Two-Way, Divided, Positive Median Barrier",Dry,Dark - Not Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,2,1,Fatal,,41.83914,-71.40906
889124,2023-00010686,10-Feb-23,11:06:00 PM,Pedestrian,1,,,,1,DEAN ST,W EXCHANGE ST ,Raleek Byfield,375,10-Feb-23,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,3,1,Incapacitating,,41.82543,-71.42583
889070,2023-00010146,09-Feb-23,7:54:00 AM,Pedestrian,3,,,,1,NORTH MAIN ST,1ST ST ,Ptlm. Castagliuolo,351,09-Feb-23,"Two-Way, Divided, Positive Median Barrier",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,5,3,Complains Of Pain,,41.84987,-71.40309
888997,2023-00009459,06-Feb-23,,Bicycle,,1,,,1,Washington Street,EMPIRE ST ,Ptlw. Martinez,146,06-Feb-23,"Two-Way, Divided, Positive Median Barrier",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Traffic Control Signal,4,1,Complains Of Pain,,41.82189,-71.41635
888961,2023-00009218,05-Feb-23,10:15:00 PM,Pedestrian,1,,,,1,ATWELLS AVE ,EUTAW ST ,Raymond Criner,340,05-Feb-23,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.82354,-71.42615
888881,2023-00008484,03-Feb-23,12:33:00 PM,Pedestrian,1,,,,1,84 Carr St,CACTUS ST ,Michelle Chasse,264,03-Feb-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,41.78827,-71.40722
888798,2023-00007659,31-Jan-23,10:57:00 AM,Pedestrian,1,,,,1,DORRANCE ST,FRIENDSHIP ST,Jose Buten,322,31-Jan-23,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Wet,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,4,1,Complains Of Pain,,41.80989,-71.42405
888804,2023-00007720,31-Jan-23,3:13:00 PM,Pedestrian,1,,,,1,HAWKINS ST,BRANCH AVE ,Raymond Criner,340,31-Jan-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,2,1,Complains Of Pain,,41.8509,-71.42142
888807,2023-00007786,31-Jan-23,6:14:00 PM,Pedestrian,1,,,,1,EATON ST,ROSLYN AVE ,Donald Castigliego,287,31-Jan-23,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,4,1,Incapacitating,,41.84173,-71.43616
888758,2023-00007304,30-Jan-23,1:52:00 AM,Pedestrian,1,,,,1,HARTFORD AVE,HARTFORD AVE ,Luis Boror,575,30-Jan-23,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.81718,-71.44905
888785,2023-00007552,30-Jan-23,11:13:00 PM,Pedestrian,1,,,,1,ASHBURTON ST,I 95 N ,Ralph Abenante,511,30-Jan-23,One-Way Trafficway,Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,5,1,Complains Of Pain,,41.83678,-71.41422
888676,2023-00006587,27-Jan-23,11:50:00 AM,Pedestrian,1,,,,1,CRANSTON ST,NIANTIC AVE,Ptlm. Castagliuolo,351,27-Jan-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,4,1,Complains Of Pain,,41.80339,-71.44
888630,2023-00006050,25-Jan-23,9:26:00 AM,Pedestrian,1,,,,1,Union Ave,UNION AVE EXIT ,Patrolwoman Rosso,514,25-Jan-23,One-Way Trafficway,Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,4,0,No Injury,,41.8088,-71.44019
888641,2023-00006181,25-Jan-23,6:03:00 PM,Pedestrian,1,,,,1,RANDALL ST,CHARLES ST ,Donald Castigliego,287,25-Jan-23,"Two-Way , Not Divided",Wet,Dark - Lighted,"Sleet, Hail (Freezing Rain or Drizzle)",Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,3,1,Non-Incapacitating,,41.83744,-71.41053
888584,2023-00005776,24-Jan-23,6:21:00 AM,Pedestrian,1,,,,1,CHARLES ST,ASHBURTON ST ,Raleek Byfield,375,24-Jan-23,One-Way Trafficway,Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Stop Signs,1,1,Incapacitating,,41.83648,-71.41272
888560,2023-00005674,23-Jan-23,6:05:00 PM,Pedestrian,1,,,,1,BROADWAY,SERVICE ROAD 7 ,Raymond Criner,340,23-Jan-23,"Two-Way , Not Divided",Wet,Dark - Not Lighted,Rain,Not a Collision Between Two Motor Vehicles in Transport,"Yes, Driver Left Scene",No Controls,2,1,Complains Of Pain,,41.82182,-71.42064
888578,2023-00005716,23-Jan-23,9:00:00 PM,Pedestrian,1,,,,1,GEORGE ST,THAYER ST ,Raymond Criner,340,23-Jan-23,"Two-Way , Not Divided",Wet,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Stop Signs,2,1,Complains Of Pain,,41.82553,-71.40037
888509,2023-00005302,22-Jan-23,2:32:00 AM,Pedestrian,1,,,,1,CLEMENCE ST,WEYBOSSET ST ,Michael Sullivan,347,22-Jan-23,One-Way Trafficway,Dry,Dark - Not Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Non-Incapacitating,,41.82185,-71.41227
888527,2023-00005425,22-Jan-23,6:28:00 PM,Pedestrian,1,,,,1,NORTH MAIN ST.,SMITHFIELD AVE ,J Heeder,557,22-Jan-23,"Two-Way, Divided, Positive Median Barrier",Wet,Dark - Lighted,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,3,1,Complains Of Pain,,41.85336,-71.40114
888475,2023-00004921,20-Jan-23,6:47:00 PM,Bicycle,,2,,,1,PUBLIC ST,BROAD ST ,Donald Castigliego,287,20-Jan-23,"Two-Way , Not Divided",Wet,Dark - Lighted,"Sleet, Hail (Freezing Rain or Drizzle)",Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Traffic Control Signal,2,2,Complains Of Pain,,41.80442,-71.41935
888477,2023-00004904,20-Jan-23,5:34:00 PM,Pedestrian,1,,,,1,EXCHANGE TERRACE,EXCHANGE ST ,Raymond Criner,340,20-Jan-23,"Two-Way , Not Divided",Wet,Dark - Lighted,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,Flashing Traffic Control Signal,5,1,Complains Of Pain,,41.82611,-71.4116
888445,2023-00004669,19-Jan-23,6:39:00 PM,Pedestrian,1,,,,1,ORCHARD AVE,BUTLER AVE ,Raymond Criner,340,19-Jan-23,"Two-Way , Not Divided",Wet,Dark - Lighted,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,4,1,Complains Of Pain,,41.83202,-71.38417
888448,2023-00004697,19-Jan-23,8:29:00 PM,Pedestrian,1,,,,1,FRANCIS ST,AMERICAN EXPRESS PLZ ,Raymond Criner,340,19-Jan-23,"Two-Way , Not Divided",Wet,Dark - Lighted,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,0,No Injury,,41.8273,-71.41543
888390,2023-00004270,18-Jan-23,10:26:00 AM,Bicycle,,1,,,1,CRANSTON ST,WAVERLY ST ,Joshua Cascione,225,18-Jan-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.80809,-71.43475
888376,2023-00004123,17-Jan-23,6:08:00 PM,Pedestrian,1,,,,1,VALLEY ST,GROVE ST ,Raymond Criner,340,17-Jan-23,"Two-Way , Not Divided",Wet,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,4,1,Complains Of Pain,,41.82023,-71.44039
888333,2023-00003857,16-Jan-23,5:41:00 PM,Pedestrian,1,,,,1,OAKLAND AVE,SMITH ST ,Jenna Heeder,557,16-Jan-23,"Two-Way , Not Divided",Wet,Dark - Not Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Traffic Control Signal,1,1,Complains Of Pain,,41.83618,-71.43046
888279,2023-00003443,14-Jan-23,9:52:00 PM,Pedestrian,1,,,,1,BROAD ST,FRICKER ST ,Evan Alarcon,131,14-Jan-23,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,4,1,Non-Incapacitating,,41.81528,-71.42066
888225,2023-00003006,13-Jan-23,8:20:00 AM,Pedestrian,1,,X,,1,WESTMINSTER ST,BARTON ST ,J CASCIONE,225,13-Jan-23,"Two-Way , Not Divided",Wet,Daylight,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,Person,3,1,Complains Of Pain,,41.81592,-71.43653
888237,2023-00003054,13-Jan-23,12:28:00 PM,Bicycle,,1,,,1,BROAD ST,LENOX AVE ,Joshua Cascione,225,13-Jan-23,"Two-Way , Not Divided",Wet,Daylight,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,2,0,No Injury,,41.79843,-71.41495
888245,2023-00003114,13-Jan-23,5:00:00 PM,Pedestrian,1,,,,1,ATWELLS AVE,CUTLER ST ,Raymond Criner,340,13-Jan-23,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,3,1,Complains Of Pain,,41.82467,-71.4415
888252,2023-00003165,13-Jan-23,8:42:00 PM,Pedestrian,1,,,,1,ADMIRAL ST,HAWKINS ST ,Raymond Criner,340,13-Jan-23,"Two-Way , Not Divided",Wet,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Pavement Markings,3,1,Complains Of Pain,,41.84591,-71.42831
888665,2023-00006370,12-Jan-23,3:00:00 PM,Pedestrian,1,,,,1,FULTON ST,DORRANCE ST ,Jin O,147,27-Jan-23,"Two-Way , Not Divided",Unknown,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Traffic Control Signal,1,1,Non-Incapacitating,2,41.82413,-71.41236
888144,2023-00002394,10-Jan-23,6:38:00 PM,Pedestrian,1,,,,1,PLAINFIELD ST.,POCASSET AVE ,Jenna Heeder,557,10-Jan-23,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,41.8137,-71.44793
888094,2023-00001773,08-Jan-23,2:22:00 AM,Pedestrian,1,,,,1,EDDY ST,OXFORD ST,Derek Wilson,123,08-Jan-23,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Incapacitating,,,
888121,2023-00001647,07-Jan-23,4:40:00 PM,Pedestrian,1,,,,1,BROAD ST,ADELAIDE AVE ,Donald Castigliego,287,09-Jan-23,"Two-Way , Not Divided",Dry,Dusk,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,5,1,Complains Of Pain,,41.79882,-71.41543
