CrashReportId,ReportNumber,CrashDate,CrashTime,Collision Type,CountPedestrian,CountBicycle,Scooter,Wheel Chair,NumberofVehicles,StreetOrHighway,NearestIntersection,Officer,Badge,ReportDate,TypeOfRoadway,RoadSurfaceCondition,LightCondition,WeatherCondition,MannerofImpact,HitAndRun,TrafficControl,PersonCount,InjuryCount,MostSeriousInjury,NumberOfLanes,Latitude,Longitude
893070,2023-00028232,2023-04-17,13:07,Bicycle,,1,,,1,COLLEGE ST,S MAIN ST ,Raymond Criner,340,17-Apr-23,"Two-Way , Not Divided",Wet,Daylight,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,4,1,Complains Of Pain,,41.82578,-71.40745
893107,2023-00028557,2023-04-18,16:46,Pedestrian,1,,,,1,705 ELMWOOD AVE,LONGFELLOW ST ,Raymond Criner,340,18-Apr-23,"Two-Way, Divided, Positive Median Barrier",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,41.79067,-71.42219
893182,2023-00029131,2023-04-20,19:33,Bicycle,,1,,,1,DABOLL ST,UPDIKE ST ,Raymond Criner,340,20-Apr-23,"Two-Way , Not Divided",Dry,Dusk,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,,41.80416,-71.42418
893158,2023-00029008,2023-04-20,12:05,Pedestrian,1,,,,1,W RIVER ST,CHARLES ST ,Tyler Calandra,418,20-Apr-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.83975,-71.41628
893219,2023-00029499,2023-04-21,20:43,Bicycle,,1,,,1,FOREST ST,IVY ST ,Ralph Abenante,511,21-Apr-23,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,2,1,Non-Incapacitating,,41.84334,-71.39996
893404,2023-00031004,2023-04-27,18:37,Pedestrian,1,,,,1,ADMIRAL STREET,HAWKINS ST ,Ryan Fernandes,125,27-Apr-23,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,0,No Injury,,41.84591,-71.42835
893437,2023-00031241,2023-04-28,17:41,Pedestrian,1,,,,1,Academy Ave.,CHALKSTONE AVE ,J Heeder,557,28-Apr-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,3,1,Complains Of Pain,,41.8324,-71.44452
893429,2023-00031234,2023-04-28,17:12,Bicycle,,1,,,1,NORTH MAIN ST.,STEEPLE ST ,J Heeder,557,28-Apr-23,One-Way Trafficway,Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Traffic Control Signal,2,1,Complains Of Pain,,41.82749,-71.40907
893425,2023-00031117,2023-04-28,10:06,Pedestrian,1,,X,,1,WOODMAN ST,BUCKLIN ST ,Michelle Nunez,140,28-Apr-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,3,1,Complains Of Pain,,41.80846,-71.42772
893435,2023-00031275,2023-04-28,20:06,Pedestrian,1,,,,1,ADMIRAL ST,CRANDALL ST ,Ralph Abenante,511,28-Apr-23,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,2,1,Non-Incapacitating,,41.84957,-71.43987
893449,2023-00031361,2023-04-29,0:53,Pedestrian,1,,,,1,289 Atwells Avenue,CROUT ST ,Brian Aucoin,113,29-Apr-23,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,5,1,Incapacitating,,41.82364,-71.42753
893472,2023-00031623,2023-04-29,21:53,Pedestrian,1,,,,1,EXCHANGE TERR,DORRANCE STREET,Ralph Abenante,511,29-Apr-23,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Wet,Dark - Lighted,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,2,1,Incapacitating,,41.8248,-71.41439
893464,2023-00031548,2023-04-29,17:33,Pedestrian,1,,,,1,BROAD ST,CAHIR ST ,Raymond Criner,340,29-Apr-23,"Two-Way , Not Divided",Dry,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,6,1,Complains Of Pain,,41.81692,-71.41795
893480,2023-00031681,2023-04-30,1:51,Pedestrian,1,,,,1,OAKLAND AVE,SMITH ST ,Ralph Abenante,511,30-Apr-23,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Wet,Dark - Lighted,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,3,1,Non-Incapacitating,,41.83621,-71.43046
893692,2023-00033897,2023-05-05,17:15,Bicycle,1,,,,1,Weybosset Street,PECK ST ,Darrin Anderson,550,7-May-23,One-Way Trafficway,Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,3,1,Non-Incapacitating,,41.82348,-71.4104
893668,2023-00033526,2023-05-06,16:47,Bicycle,,,,,3,POINT ST,EDDY ST ,Jan Delle Johnson,529,6-May-23,"Two-Way, Divided, Positive Median Barrier",Dry,Daylight,Clear,Rear End(Front-to-Rear),No,No Controls,5,4,Complains Of Pain,,41.81719,-71.40548
893676,2023-00033317,2023-05-06,0:46,Pedestrian,1,,,,1,BROAD STREET,CAHIR ST ,Hildenise Espanol,137,7-May-23,"Two-Way , Not Divided",Dry,Dark - Not Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Traffic Control Signal,1,1,Complains Of Pain,,41.81662,-71.41861
893737,2023-00034102,2023-05-08,11:56,Bicycle,,1,,,1,583 BROAD STREET,DARTMOUTH AVE,Eduar Espinal,386,8-May-23,One-Way Trafficway,Dry,Daylight,Clear,Other,"Yes, M/V and Driver Left Scene",No Controls,2,1,Non-Incapacitating,,41.80838,-71.42061
893784,2023-00034693,2023-05-10,12:09,Pedestrian,2,,,,1,DUDLEY ST,DUDLEY ST EXIT 19 ,Jephte Wagnac,141,10-May-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,3,2,Complains Of Pain,,41.8108,-71.40727
893798,2023-00034831,2023-05-10,21:10,Bicycle,,1,,,1,Atwells Ave,Marcello Street,Kristen Barth,247,10-May-23,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Non-Incapacitating,,41.82393,-71.43161
893835,2023-00035161,2023-05-12,1:47,Other,,,X,,1,CHARLES ST,CHARLES ST ,Raleek Byfield,375,12-May-23,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Lighted,Clear,Rear End(Front-to-Rear),"Yes, M/V and Driver Left Scene",Pavement Markings,2,1,Complains Of Pain,,41.83672,-71.41282
893907,2023-00035778,2023-05-13,18:39,Bicycle,,1,,,1,CHALKSTONE AVE,BERLIN ST ,Ptlm. Castagliuolo,351,13-May-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Stop Signs,1,1,Non-Incapacitating,,41.83228,-71.44197
893983,2023-00036795,2023-05-16,20:45,Bicycle,,1,,,1,SOUTH MAIN STREET,WILLIAMS,Ralph Abenante,511,16-May-23,One-Way Trafficway,Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Non-Incapacitating,,41.82157,-71.40438
893990,2023-00036881,2023-05-17,7:33,Pedestrian,1,,,,1,BROAD ST,FOSTER ST ,Joshua Cascione,225,17-May-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.81862,-71.41564
893992,2023-00036903,2023-05-17,9:22,Pedestrian,1,,,,1,SARATOGA ST,PLAIN ST ,Joshua Cascione,225,17-May-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.80569,-71.41044
894031,2023-00037170,2023-05-18,8:16,Pedestrian,1,,,,1,PUTNAM ST,HALE ST ,Joshua Cascione,225,18-May-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,41.82432,-71.44381
895210,2023-00038903,2023-05-23,18:15,Bicycle,,1,X,,1,COURTLAND ST,CARPENTER ST ,Raymond Criner,340,23-May-23,One-Way Trafficway,Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,,41.81739,-71.43062
895226,2023-00039155,2023-05-24,15:06,Bicycle,,1,,,1,CRANSTON ST,HANOVER ST ,Raymond Criner,340,24-May-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,41.80947,-71.43356
895286,2023-00039751,2023-05-26,15:43,Pedestrian,1,,,,1,RAILROAD ST,PARK ROW ,Raymond Criner,340,26-May-23,One-Way Trafficway,Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,3,1,Complains Of Pain,,41.82902,-71.41297
895314,2023-00040097,2023-05-27,14:14,Pedestrian,1,,X,,1,WASHINGTON ST,MEMORIAL BLVD ,Ptlm. Castagliuolo,351,27-May-23,"Two-Way, Divided, Positive Median Barrier",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,4,1,Complains Of Pain,,41.82635,-71.41015
895360,2023-00040594,2023-05-28,18:37,Pedestrian,2,,X,,1,BROAD ST,CALLA ST ,J Heeder,557,28-May-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Stop Signs,3,2,Complains Of Pain,,41.78985,-71.40487
895643,2023-00040893,2023-05-29,13:03,Bicycle,,1,,,2,Elmwood ave,ADELAIDE AVE ,Luis Taveras,399,5-Jun-23,"Two-Way, Divided, Positive Median Barrier",Dry,Daylight,Clear,Head-On (Front - to - Front),No,No Controls,6,5,Complains Of Pain,,41.79589,-71.425
895380,2023-00040862,2023-05-29,10:53,Bicycle,,,,,2,4TH ST,HOPE ST ,Michele Rudolph,512,29-May-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,"Yes, M/V and Driver Left Scene",No Controls,2,0,No Injury,,41.8493,-71.39491
895437,2023-00041334,2023-05-30,18:34,Bicycle,,1,,,1,MAPLEHURST AVE,ACADEMY AVE ,Ralph Abenante,511,30-May-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,0,No Injury,,41.82689,-71.44288
895414,2023-00041160,2023-05-30,9:09,Pedestrian,1,,,,1,325 Ocean St,RICHARDSON ST ,Jason Dennis,392,30-May-23,Unknown,Dry,Daylight,Clear,Other,No,No Controls,2,1,Complains Of Pain,,41.79744,-71.40834
895524,2023-00041899,2023-06-01,15:46,Pedestrian,1,,,,1,WESTMINSTER ST,SNOW ST ,Raymond Criner,340,1-Jun-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,,41.82165,-71.41436
895547,2023-00042119,2023-06-02,8:21,Bicycle,,1,,,1,HOLLYWOOD RD,DEXTER ST ,Ptlm. Castagliuolo,351,2-Jun-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,,41.81598,-71.43109
895575,2023-00042263,2023-06-02,17:28,Pedestrian,1,,,,1,FRANCIS ST. ,MEMORIAL BLVD ,J Heeder,557,2-Jun-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Non-Incapacitating,,41.82683,-71.41549
895614,2023-00042705,2023-06-04,2:06,Pedestrian,1,,,,1,143 Friendship Street,Richmond Street,Kristen Barth,247,4-Jun-23,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.81986,-71.4115
895680,2023-00043417,2023-06-06,15:57,Other,,,,,1,BRANCH AVE,WOODWARD RD ,Raymond Criner,340,6-Jun-23,"Two-Way , Not Divided",Dry,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,2,0,No Injury,,41.8535,-71.42816
895690,2023-00043510,2023-06-06,22:49,Other,,,X,,2,WATERMAN ST,THAYER ST ,Joel Ikuejamofo,143,6-Jun-23,One-Way Trafficway,Dry,Daylight,Clear,Rear End(Front-to-Rear),No,No Controls,2,1,Complains Of Pain,,41.82728,-71.40054
895731,2023-00043864,2023-06-08,11:53,Bicycle,,2,,,1,374 WICKENDEN ST,,Sean Cooney,523,8-Jun-23,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction",No,No Controls,3,2,Complains Of Pain,,,
895727,2023-00043890,2023-06-08,13:44,Other,,2,X,,1,Broadway,BRADFORD ST ,Michael Caraccia,624,8-Jun-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,Stop Signs,4,0,No Injury,,41.82154,-71.42199
895733,2023-00043939,2023-06-08,18:00,Pedestrian,2,,X,,1,WILLIAMS ST,BENEFIT ST ,J Heeder,557,8-Jun-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,3,1,Complains Of Pain,,41.82205,-71.40317
895744,2023-00044098,2023-06-09,7:38,Pedestrian,1,,X,,1,CANAL ST,MILL ST ,Ptlm. Castagliuolo,351,9-Jun-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,4,1,Complains Of Pain,,41.8323,-71.41095
895783,2023-00044328,2023-06-09,22:24,Pedestrian,1,,,,1,BRANCH AVE,VANDEWATER ST ,Kristen Barth,247,9-Jun-23,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,3,1,Complains Of Pain,,41.85358,-71.42847
895780,2023-00044321,2023-06-09,21:44,Pedestrian,1,,,,1,CRANSTON ST,WALDO ST ,Erik Soloman,108,9-Jun-23,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Wet,Dark - Lighted,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,2,1,Complains Of Pain,,41.80634,-71.4363
895753,2023-00044180,2023-06-09,14:07,Bicycle,,1,,,1,BROADWAY,DE PASQUALE AVE ,Ptlm. Castagliuolo,351,9-Jun-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,3,0,No Injury,,41.82077,-71.42526
895838,2023-00044883,2023-06-11,13:00,Pedestrian,1,,X,,1,BRANCH AVE,CHATHAM ST ,Johusua Nazario Feliz,142,11-Jun-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Opposite Direction,No,No Controls,2,1,Complains Of Pain,,41.84904,-71.41728
895854,2023-00045091,2023-06-12,0:01,Pedestrian,1,,X,,1,N MAIN ST,N MAIN ST ,Carly Cabral,533,12-Jun-23,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Other,No,Stop Signs,3,1,Complains Of Pain,,41.84127,-71.40818
895906,2023-00045510,2023-06-13,15:13,Bicycle,,1,X,,1,WASHINGTON AVE,MICHIGAN AVE ,Raymond Criner,340,13-Jun-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,,41.78872,-71.39272
895994,2023-00045986,2023-06-15,8:08,Pedestrian,1,,,,1,OAKLAND AVE,SMITH ST ,Ptlm. Castagliuolo,351,15-Jun-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,3,1,Complains Of Pain,,41.83623,-71.43046
896015,2023-00046168,2023-06-15,19:50,Bicycle,,1,,,1,Canal Street,Elizabeth Street,Kristen Barth,247,15-Jun-23,One-Way Trafficway,Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,41.82762,-71.41022
896102,2023-00047222,2023-06-18,23:55,Pedestrian,1,,,,1,CRANSTON ST,POTTERS AVE ,Raleek Byfield,375,19-Jun-23,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Lighted,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,3,1,Non-Incapacitating,,41.80508,-71.43774
896129,2023-00047378,2023-06-19,15:28,Bicycle,,1,X,,1,SUMTER ST,NIAGARA ST ,Raymond Criner,340,19-Jun-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,5,1,Complains Of Pain,,41.79655,-71.41802
896119,2023-00047348,2023-06-19,12:29,Pedestrian,1,,,,1,EDDY ST,DUDLEY ST,Ptlm. Castagliuolo,351,19-Jun-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,3,1,Incapacitating,,41.81111,-71.40714
896173,2023-00047694,2023-06-20,16:53,Pedestrian,1,,,,1,Whelan Road,BODELL AVE ,Matthew Petteruto,121,20-Jun-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Opposite Direction,No,No Controls,2,1,Complains Of Pain,,41.81843,-71.45502
896194,2023-00047910,2023-06-21,13:29,Other,,1,X,,1,CARPENTER ST,COURTLAND ST ,David Liu,318,21-Jun-23,One-Way Trafficway,Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,Stop Signs,4,0,No Injury,,41.81766,-71.43067
896250,2023-00048278,2023-06-22,19:19,Pedestrian,1,,,,1,POCASSET AVE,PLAINFIELD ST ,Raymond Criner,340,22-Jun-23,Unknown,Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.81361,-71.44805
896360,2023-00049451,2023-06-26,11:17,Bicycle,,1,,,1,Cranston Street,BURGESS ST ,Luis Fernandez,531,26-Jun-23,"Two-Way , Not Divided",Dry,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,41.81672,-71.42293
896420,2023-00050070,2023-06-28,17:52,Pedestrian,1,,,,1,silver spring st.,BRANCH AVE ,J Heeder,557,28-Jun-23,Unknown,Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,2,1,Complains Of Pain,,41.84775,-71.41481
896405,2023-00049902,2023-06-28,2:34,Pedestrian,2,,X,,1,BROAD ST,SERVICE ROAD 7 ,Hildenise Espanol,137,28-Jun-23,One-Way Trafficway,Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,4,2,Complains Of Pain,,41.81736,-71.41696
896414,2023-00050011,2023-06-28,13:38,Bicycle,,1,,,1,COLLEGE ST,BENEFIT ST ,Joshua Cascione,225,28-Jun-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,4,1,Complains Of Pain,,41.826,-71.40683
896455,2023-00050435,2023-06-29,21:00,Pedestrian,1,,,,1,249 THAYER ST,CUSHING ST ,Kyle Endres,74,30-Jun-23,One-Way Trafficway,Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,2,1,Complains Of Pain,,41.82983,-71.40088
896458,2023-00050587,2023-06-30,10:18,Pedestrian,1,,,,1,RT 6 EAST DEAN ST EXIT,DEAN ST ,Joshua Cascione,225,30-Jun-23,One-Way Trafficway,Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,2,1,Complains Of Pain,,41.8245,-71.42546
896463,2023-00050606,2023-06-30,11:53,Bicycle,,1,,,1,DOUGLAS AVE,DOUGLAS AVE ,Ptlm. Castagliuolo,351,30-Jun-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Person,3,1,Complains Of Pain,,41.84762,-71.43084
896465,2023-00050612,2023-06-30,12:30,Pedestrian,1,,,,1,Cranston Street,POTTERS AVE ,Luis Fernandez,531,30-Jun-23,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,4,1,Complains Of Pain,,41.80505,-71.43778
896515,2023-00050858,2023-07-01,0:47,Bicycle,,,,,2,prairie ave ,saratoga st,Eder Delgado,580,2-Jul-23,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Angle (Front - to - Side) Same Direction,No,Stop Signs,2,1,Complains Of Pain,,,
896511,2023-00051146,2023-07-01,21:59,Bicycle,,1,,,1,Francie Street,Memorial Blvd,Kristen Barth,247,1-Jul-23,"Two-Way, Divided, Positive Median Barrier",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Traffic Control Signal,1,1,Complains Of Pain,,41.82577,-71.41527
896499,2023-00050967,2023-07-01,10:30,Bicycle,,1,,,1,BENEFIT ST,COLLEGE ST,Ptlm. Castagliuolo,351,1-Jul-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,2,1,Non-Incapacitating,,41.826,-71.40683
896566,2023-00051717,2023-07-03,18:33,Bicycle,,1,,,1,LENOX AVE,EMERSON ST ,J Heeder,557,3-Jul-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,2,1,Complains Of Pain,,41.79828,-71.41478
896600,2023-00052219,2023-07-05,7:57,Bicycle,,1,,,1,PINE ST (AMOS HOUSE),SOMERSET ST ,Joshua Cascione,225,5-Jul-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.81237,-71.41967
896606,2023-00052294,2023-07-05,12:35,Pedestrian,1,,,,1,761 BROAD ST,POTTERS AVE ,Joshua Cascione,225,5-Jul-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,2,1,Complains Of Pain,,41.80327,-71.419
896656,2023-00052721,2023-07-06,18:22,Bicycle,,1,,,1,FRANCIS ST,AMERICAN EXPRESS PLZ ,Raymond Criner,340,6-Jul-23,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Pavement Markings,1,1,Complains Of Pain,,41.82745,-71.41541
896713,2023-00053221,2023-07-08,5:01,Other,,,X,,1,S WATER ST,BRIDGE ST ,Raleek Byfield,375,8-Jul-23,One-Way Trafficway,Dry,Dark - Lighted,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),"Yes, M/V and Driver Left Scene",No Controls,2,2,Non-Incapacitating,,41.81839,-71.40153
