CrashReportId,ReportNumber,CrashDate,CrashTime,Collision Type,CountPedestrian,CountBicycle,Scooter,Wheel Chair,NumberofVehicles,StreetOrHighway,NearestIntersection,Officer,Badge,ReportDate,TypeOfRoadway,RoadSurfaceCondition,LightCondition,WeatherCondition,MannerofImpact,HitAndRun,TrafficControl,PersonCount,InjuryCount,MostSeriousInjury,NumberOfLanes,Latitude,Longitude
25406,2010-00014789,2010-02-14,9:48:00 PM,Pedestrian,2,,,,1,FRANCIS ST,AMERICAN EXPRESS PLZ ,MATSUMOTO,348,14-Feb-10,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Traffic Control Signal,3,2,Incapacitating,,41.82745,-71.41541
25683,2010-0016084,2010-02-19,11:48:00 AM,Pedestrian,1,,,,1,BENEFIT ST,WATERMAN ST ,Derrek Edmonds,550,19-Feb-10,"Two-Way , Not Divided",Dry,Daylight,Clear,Unknown,No,No Controls,2,1,Complains Of Pain,,41.82711,-71.40744
25766,2010-00016541,2010-02-20,3:22:00 PM,Bicycle,,1,,,1,MONTGOMERY AVE,BROAD ST ,Clifford Torres,270,20-Feb-10,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,Traffic Control Signal,3,1,Non-Incapacitating,,41.78589,-71.40169
25981,2010-00017768,2010-02-24,11:49:00 AM,Pedestrian,2,,,,1,245 Lockwood St,W CLIFFORD ST ,Jose Deschamps,419,24-Feb-10,"Two-Way , Not Divided",Wet,Daylight,Rain,Head-On (Front - to - Front),"Yes, M/V and Driver Left Scene",No Controls,3,2,Complains Of Pain,,41.81331,-71.41667
25990,2010-17745,2010-02-24,9:51:00 AM,Pedestrian,1,,,,1,DORRANCE ST,EXCHANGE TER ,Scott Logan,393,24-Feb-10,One-Way Trafficway,Wet,Daylight,Rain,Other,No,No Controls,2,1,Complains Of Pain,,41.82475,-71.41373
26258,2010-00019349,2010-03-01,5:05:00 AM,Pedestrian,1,,,,1,MEMORIAL BLVD,FRANCIS ST ,Werchadlo Jr.,679,1-Mar-10,"Two-Way, Divided, Positive Median Barrier",Wet,Dark - Lighted,Rain,Head-On (Front - to - Front),No,Traffic Control Signal,3,1,Complains Of Pain,,41.8259,-71.41535
26348,2010-00019791,2010-03-02,4:13:00 PM,Pedestrian,1,,,,1,BRANCH AVE,EXIT ,Michael Pattie,316,2-Mar-10,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Angle - Direction Not Specified,No,No Controls,3,1,Complains Of Pain,,41.85262,-71.42544
27890,2010-00019970,2010-03-03,8:01:00 AM,Pedestrian,1,,,,1,CHARLES ST,ASHBURTON ST ,Ptlm. Carroll,142,2-Apr-10,One-Way Trafficway,Snow,Daylight,Snow,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,4,1,Complains Of Pain,1,41.83664,-71.41272
26519,2010-00020907,2010-03-06,1:30:00 AM,Bicycle,,1,,,1,WASHINGTON ST,DORRANCE ST ,Noel Field,260,6-Mar-10,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,Traffic Control Signal,3,0,No Injury,2,41.82445,-71.41277
26568,2010-00021268,2010-03-07,1:26:00 AM,Pedestrian,1,,,,1,UNION ST,WORCHESTER ST ,Francisco Guerra,190,7-Mar-10,One-Way Trafficway,Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.82396,-71.41448
27090,2010-00022431,2010-03-10,12:50:00 PM,Bicycle,,1,,,1,PLENTY ST,ELMWOOD AVE ,William Hutchinson,391,19-Mar-10,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Same Direction,No,Traffic Control Signal,2,1,Complains Of Pain,2,41.80719,-71.42391
26793,2010-00022877,2010-03-11,6:28:00 PM,Pedestrian,1,,,,1,WASHINGTON ST,MATHEWSON ST ,Ivan Tavarez,204,11-Mar-10,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,No,Traffic Control Signal,4,1,Complains Of Pain,,41.82305,-71.4148
26857,2010-00023320,2010-03-12,9:07:00 PM,Pedestrian,1,,,,1,HOPE ST,MEETING ST ,Clifford Torres,270,12-Mar-10,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Lighted,Clear,Other,No,No Controls,2,1,Complains Of Pain,,41.82907,-71.39796
26921,2010-00024027,2010-03-14,11:06:00 PM,Pedestrian,1,,,,1,ROANOKE ST,MOUNT PLEASANT AVE ,Ralph Abenante,511,14-Mar-10,One-Way Trafficway,Wet,Dark - Lighted,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,41.83124,-71.44953
26963,2010-00024297,2010-03-15,7:22:00 PM,Pedestrian,1,,,,1,HOPE ST,LAURISTON ST ,Mark Hubbard,267,15-Mar-10,"Two-Way , Not Divided",Wet,Dark - Lighted,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,,41.84887,-71.39508
27026,2010-00025038,2010-03-17,7:23:00 PM,Pedestrian,1,,,,1,CHARLESFIELD STREET,BROWN ST ,Ralph Caraccia,360,17-Mar-10,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,2,41.82375,-71.40154
27286,2010-00025391,2010-03-18,3:57:00 PM,Pedestrian,2,,,,1,vally st/atwells ave,VALLEY ST ,Jonathan Desmarais,170,22-Mar-10,"Two-Way , Not Divided",Dry,Daylight,Clear,Head-On (Front - to - Front),No,No Controls,3,2,Complains Of Pain,,41.82457,-71.43958
27147,2010-0025789,2010-03-19,4:05:00 PM,Pedestrian,1,,,,1,FISK ST,BROAD ST ,Shay Chin,549,19-Mar-10,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Non-Incapacitating,2,41.79072,-71.40562
27224,2010-00025894,2010-03-19,7:00:00 PM,Bicycle,,1,,,1,BUCKLIN ST,PEACE ST ,Miguel Mena-Torres,493,21-Mar-10,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,,41.80652,-71.42783
27783,2010-00025790,2010-03-19,4:08:00 PM,Pedestrian,1,,,,1,BRANCH AVE,RT146 On Ramp,Michael Pattie,316,30-Mar-10,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Other,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.85301,-71.42634
27244,2010-00026483,2010-03-21,12:20:00 AM,Pedestrian,1,,,,1,WALLACE ST,WEBSTER AVE ,Brian Dyer,180,22-Mar-10,"Two-Way , Not Divided",Dry,Daylight,Clear,Unknown,"Yes, M/V and Driver Left Scene",No Controls,2,1,Incapacitating,,41.80936,-71.44876
27251,2010-00026954,2010-03-22,9:16:00 AM,Pedestrian,1,,,,1,72 ONTARIO ST,,Michael Camardo,515,22-Mar-10,"Two-Way , Not Divided",Dry,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Non-Incapacitating,2,41.79966,-71.42008
27414,2010-00027451,2010-03-23,6:02:00 PM,Pedestrian,1,,,,1,PLAIN ST,SALISBURY ST ,Jose Mendez,321,23-Mar-10,"Two-Way , Not Divided",Wet,Daylight,Rain,Other,No,No Controls,3,1,Non-Incapacitating,,41.80578,-71.40966
27881,2010-00027302,2010-03-23,10:50:00 AM,Pedestrian,1,,,,1, 130 DORRANCE ST,PINE ST ,Joseph Madeira,552,23-Mar-10,"Two-Way , Not Divided",Wet,Daylight,Rain,Head-On (Front - to - Front),No,No Controls,3,1,Complains Of Pain,2,41.82221,-71.40982
27521,2010-00028106,2010-03-25,4:08:00 PM,Bicycle,,1,,,1,BROADWAY,AMERICA ST ,Jeffery Richards,479,25-Mar-10,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,No,No Controls,3,1,Complains Of Pain,,41.82046,-71.42657
32733,2010-00028185,2010-03-25,7:10:00 PM,Bicycle,,1,,,1,ONTARIO ST,HAMILTON ST ,James Annis,454,17-Jun-10,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,3,1,Complains Of Pain,2,41.79931,-71.42122
27810,2010-00030152,2010-03-31,6:26:00 PM,Bicycle,,1,,,1,CHARLES ST,CHARLES ST ,Matthew Goddard,171,31-Mar-10,"Two-Way, Divided, Positive Median Barrier",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Incapacitating,,41.83588,-71.41192
27840,2010-00030422,2010-04-01,12:59:00 PM,Pedestrian,1,,,,1,SPRUCE ST,DE PASQUALE AVE ,Michael Caraccia,624,1-Apr-10,One-Way Trafficway,Dry,Daylight,Clear,Other,No,No Controls,4,1,Incapacitating,1,41.82429,-71.42657
27864,2010-00030559,2010-04-01,6:35:00 PM,Pedestrian,1,,,,1,WESTMINSTER ST,DEXTER ST ,Jeffery Richards,479,1-Apr-10,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,No,No Controls,3,1,Complains Of Pain,,41.81657,-71.43153
27904,2010-00030918,2010-04-02,3:50:00 PM,Pedestrian,1,,,,1,CELIA ST,HARTFORD AVE ,Jason Andrade,200,2-Apr-10,"Two-Way, Divided, Positive Median Barrier",Dry,Daylight,Clear,Other,No,No Controls,3,1,Complains Of Pain,,41.82028,-71.46766
27950,2010-00031167,2010-04-03,7:57:00 AM,Pedestrian,1,,,,1,GROVE ST,VINTON ST ,Edward Gonzalez,618,3-Apr-10,One-Way Trafficway,Dry,Daylight,Clear,Head-On (Front - to - Front),No,No Controls,3,0,No Injury,,41.82075,-71.42856
28012,2010-00031637,2010-04-04,12:24:00 PM,Bicycle,,1,,,1,BOOTH ST,DODGE ST ,Eugene Craven,517,4-Apr-10,"Two-Way , Not Divided",Dry,Daylight,Clear,Head-On (Front - to - Front),No,No Controls,2,1,Incapacitating,,41.81348,-71.42442
28028,2010-00031892,2010-04-05,1:33:00 AM,Pedestrian,1,,,,1,HAROLD ST,REGENT AVE ,Ryan Moroney,324,5-Apr-10,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Stop Signs,2,2,Complains Of Pain,2,41.82982,-71.43873
28036,2010-00032000,2010-04-05,12:03:00 PM,Pedestrian,1,,,,1,ROCHAMBEAU AVE,BLACKSTONE BLVD ,Anibal Baez,687,5-Apr-10,"Two-Way , Not Divided",Dry,Daylight,Clear,Head-On (Front - to - Front),No,Stop Signs,3,1,Complains Of Pain,,41.84556,-71.38674
28067,2010-00032148,2010-04-05,5:55:00 PM,Pedestrian,1,,,,1,ROOSEVELT ST,BANCROFT ST,Michael Gammino,491,5-Apr-10,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,2,1,Complains Of Pain,2,41.81501,-71.44633
28087,2010-031920,2010-04-05,5:53:00 AM,Bicycle,,1,,,1,345 Blackstone Blvd,Butler drive,Elizabeth Pedchenko,498,5-Apr-10,One-Way Trafficway,Dry,Daylight,Clear,"Sideswipe, Same Direction",No,No Controls,3,1,Complains Of Pain,2,41.84363,-71.38112
28174,2010-00032846,2010-04-07,4:18:00 PM,Pedestrian,1,,,,1,IVES STREET,WICKENDEN ST ,Ralph Caraccia,360,7-Apr-10,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,No,No Controls,3,1,Complains Of Pain,2,41.82051,-71.39184
28252,2010-00032840,2010-04-07,4:17:00 PM,Pedestrian,1,,,,1,BROAD ST,THURBERS AVE ,Thomas Richards,162,8-Apr-10,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,No,Traffic Control Signal,3,1,Complains Of Pain,,41.79816,-71.41462
28293,2010-0033446,2010-04-08,11:04:00 PM,Pedestrian,2,,,,1,139 ALTHEA ST,CRANSTON ST ,Kenneth Penza / Thomas Connetta,534,9-Apr-10,"Two-Way , Not Divided",Dry,Dark - Lighted,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,7,2,Incapacitating,2,41.80746,-71.43409
28290,2010-00033642,2010-04-09,12:37:00 PM,Pedestrian,1,,,,1,WASHINGTON ST,DORRANCE ST ,George SanAntonio,604,9-Apr-10,"Two-Way , Not Divided",Wet,Daylight,Rain,Other,No,Traffic Control Signal,2,1,Complains Of Pain,,41.82445,-71.41277
28335,2010-00033996,2010-04-10,12:49:00 PM,Pedestrian,1,,,,1,BROADWAY,SERVICE ROAD 8 ,George SanAntonio,604,10-Apr-10,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,No,Traffic Control Signal,2,1,Complains Of Pain,,41.82212,-71.41976
28358,2010-00034229,2010-04-11,12:39:00 AM,Pedestrian,2,,,,1,BROAD ST,GALLUP ST ,Thomas Connetta/John Manzotti,374,11-Apr-10,"Two-Way, Not Divided With a Continuous Left Turn Lane",Dry,Dark - Lighted,Clear,Head-On (Front - to - Front),"Yes, M/V and Driver Left Scene",No Controls,5,2,Non-Incapacitating,,41.79933,-71.41607
28440,2010-00034905,2010-04-12,5:16:00 PM,Bicycle,,1,,,1,PARK ST,PROMENADE ST,348,348,12-Apr-10,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,,41.83395,-71.41587
28513,2010-00035252,2010-04-13,3:15:00 PM,Bicycle,,1,,,1,HAZAEL ST,DOUGLAS AVE ,Jonathan Primiano,623,13-Apr-10,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Stop Signs,2,1,Complains Of Pain,2,41.85409,-71.43917
28623,2010-00036024,2010-04-15,3:37:00 PM,Pedestrian,1,,,,1,service rd 7/Carpenter st,SERVICE ROAD 7 ,Jonathan Desmarais,170,15-Apr-10,One-Way Trafficway,Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,4,1,Complains Of Pain,,41.82112,-71.42068
28641,2010-00036056,2010-04-15,4:32:00 PM,Pedestrian,1,,,,1,125 Knight Street,PENN ST ,Michele Rudolph,512,15-Apr-10,One-Way Trafficway,Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,3,1,Complains Of Pain,,41.82166,-71.43101
28831,2010-00037466,2010-04-19,2:20:00 PM,Bicycle,,1,,,1,HOPE ST,8TH ST ,Edwin Kemble,364,20-Apr-10,"Two-Way , Not Divided",Dry,Daylight,Clear,Unknown,No,No Controls,2,1,Complains Of Pain,,41.85282,-71.39319
29154,2010-00038610,2010-04-22,2:15:00 PM,Bicycle,,1,,,1,CRESTON WAY,SUMMIT AVE ,Khatchig Kazandjian,367,26-Apr-10,"Two-Way , Not Divided",Wet,Daylight,Rain,Angle (Front - to - Side) Right Angle (Includes Broadside),No,Stop Signs,2,1,Non-Incapacitating,2,41.85007,-71.39821
29035,2010-00039051,2010-04-23,3:48:00 PM,Bicycle,,1,,,1,N MAIN ST,SMITHFIELD AVE ,Glen Morgan,558,23-Apr-10,One-Way Trafficway,Dry,Daylight,Clear,Angle - Direction Not Specified,No,Traffic Control Signal,3,0,No Injury,,41.85336,-71.40114
29187,2010-00040373,2010-04-26,10:10:00 PM,Pedestrian,1,,,,1,WASHINGTON ST,EMPIRE ST ,Maxwell Dorley,384,26-Apr-10,"Two-Way , Not Divided",Wet,Dark - Lighted,Rain,Other,No,Traffic Control Signal,3,1,Complains Of Pain,,41.82191,-71.41634
29385,2010-00041160,2010-04-29,11:01:00 AM,Pedestrian,1,,,,1,RILL ST,VALLEY ST ,John Reposa,686,30-Apr-10,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,3,1,Complains Of Pain,,41.82662,-71.43816
29386,2010-00041567,2010-04-30,11:54:00 AM,Bicycle,,1,,,1,MANTON AVE,JULIAN ST ,Anthony Roberson,639,30-Apr-10,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,41.81977,-71.44654
29418,2010-00041626,2010-04-30,2:24:00 PM,Pedestrian,1,,,,1,KENNEDY PLZ,ARCADE ST ,Ivan Tavarez,204,30-Apr-10,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Other,No,No Controls,4,1,Complains Of Pain,,41.82458,-71.41176
29483,2010-00042631,2010-05-02,5:41:00 PM,Bicycle,,1,,,1,RING ST,ALMY ST ,Jeffery Richards,479,2-May-10,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.82015,-71.43406
29531,2010-00042692,2010-05-02,8:19:00 PM,Bicycle,,1,,,1,GALLUP ST,GORDON AVE ,Thomas Richards,162,3-May-10,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Other,No,Stop Signs,2,1,Complains Of Pain,,41.79971,-71.41403
29639,2010-00042651,2010-05-02,6:30:00 PM,Pedestrian,1,,,,1,127 POCASSET AVE,LAUREL HILL AVE ,Trent Hastings,326,4-May-10,"Two-Way , Not Divided",Dry,Daylight,Clear,Unknown,No,No Controls,3,1,Complains Of Pain,2,41.81108,-71.45305
29564,2010-00043114,2010-05-03,6:58:00 PM,Bicycle,,1,,,1,699 HARTFORD AVE,KILLINGLY ST ,Ricardo Silva,185,3-May-10,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,6,1,Non-Incapacitating,2,41.82,-71.46879
29710,2010-0044029,2010-05-05,8:36:00 PM,Pedestrian,1,,,,1,BROAD ST,VERNDALE AVE ,Shay Chin,549,5-May-10,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Head-On (Front - to - Front),"Yes, M/V and Driver Left Scene",No Controls,2,1,Non-Incapacitating,2,41.79195,-71.40691
29834,2010-00045300,2010-05-08,10:25:00 PM,Pedestrian,1,,,,1,DOUGLAS AVE,VENICE ST ,Andrew Mignanelli,361,8-May-10,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,2,1,Incapacitating,,41.84205,-71.42754
29837,2010-00045306,2010-05-08,10:44:00 PM,Pedestrian,1,,,,1,EDDY ST,INDIANA AVE ,Thomas Kane,545,8-May-10,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,4,0,No Injury,,41.78925,-71.40287
29999,2010-00046107,2010-05-11,9:20:00 AM,Pedestrian,1,,,,1,CHALKSTONE AVE,TIFFANY ST ,Wayne Mann,563,11-May-10,Unknown,Dry,Daylight,Clear,Other,"Yes, M/V and Driver Left Scene",No Controls,2,1,Complains Of Pain,,41.83226,-71.44114
30030,2010-00046180,2010-05-11,4:03:00 PM,Bicycle,,1,,,1,WILLIAMS ST,BROOK ST ,Scott Sousa,464,11-May-10,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,Stop Signs,2,1,Complains Of Pain,,41.82245,-71.39859
30140,2010-00046656,2010-05-12,7:04:00 PM,Pedestrian,1,,,,1,Luna Street,ASHTON ST ,Eric Chabot,470,12-May-10,One-Way Trafficway,Dry,Daylight,Clear,Head-On (Front - to - Front),"Yes, M/V and Driver Left Scene",No Controls,2,1,Incapacitating,1,41.85025,-71.41693
35291,2010-00046892,2010-05-13,1:08:00 PM,Pedestrian,1,,,,1,BROAD ST,PEARL ST ,Jose Deschamps,419,13-May-10,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Head-On (Front - to - Front),No,Traffic Control Signal,2,1,Complains Of Pain,,41.81475,-71.42095
30322,2010-00047530,2010-05-14,11:23:00 PM,Bicycle,,1,,,1,PLAINFIELD ST,BARROWS ST ,Sean Comella,192,14-May-10,"Two-Way , Not Divided",Dry,Dark - Lighted,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,,41.81286,-71.45785
30461,2010-00047977,2010-05-16,10:06:00 PM,Pedestrian,3,,,,1,SAYLES ST,HARRIET ST ,Jose Mendez,321,16-May-10,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Other,"Yes, M/V and Driver Left Scene",Unknown,3,3,Complains Of Pain,,41.80282,-71.41274
30521,2010-00048744,2010-05-17,7:15:00 PM,Pedestrian,1,,,,1,DORRANCE ST,FULTON ST,Maxwell Dorley,384,17-May-10,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,No,Traffic Control Signal,4,0,No Injury,,41.82413,-71.41236
30728,2010-00049844,2010-05-20,6:21:00 PM,Pedestrian,1,,,,1,PARK ROW,N MAIN ST ,Ludwig Castro,201,20-May-10,One-Way Trafficway,Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,41.82865,-71.40964
